date,ticker,positive,tweets
20170201,BQM5,0.767,1581
20170201,BQY0,0.614,5279
20170201,BRCC,0.579,7609
20170201,BRN7,0.296,7944
20170201,BRW0,0.65,7474
20170201,BRYL,0.249,5956
20170201,BSAM,0.972,5036
20170201,BTSA,0.552,4327
20170201,BTVS,0.365,1492
20170201,BURF,0.028,1944
20170201,BURM,0.292,4642
20170201,BUS,0.949,996
20170201,BUVF,0.869,3844
20170201,BUXM,0.155,8073
20170201,BVE4,0.164,3377
20170201,BVL6,0.488,2173
20170201,BVSQ,0.328,4860
20170201,BWEW,0.548,4200
20170201,BWK,0.762,8030
20170201,BWP,0.51,1498
20170201,BWQA,0.042,5349
20170201,BWU,0.166,2347
20170201,BWXW,0.91,8118
20170201,BXOR,0.512,8454
20170201,BXZK,0.686,867
20170201,BYFO,0.662,3066
20170201,BYL,0.827,5646
20170201,BZKT,0.374,8796
20170201,BZNA,0.035,6657
20170201,BZNB,0.942,3910
20170201,BZOK,0.797,6438
20170201,BZP,0.388,1761
20170201,BZWL,0.822,7914
20170201,BZZ,0.633,7591
20170201,BZZ3,0.124,6788
20170201,CAHR,0.502,5768
20170201,CAI,0.455,6970
20170201,CAV7,0.257,1654
20170201,CAVU,0.369,4524
20170201,CBLA,0.571,2074
20170201,CBU3,0.26,3567
20170201,CBY1,0.296,636
20170201,CCSF,0.62,4045
20170201,CCTQ,0.53,601
20170201,CCXT,0.977,3154
20170201,CDAF,0.105,267
20170201,CDC,0.455,4206
20170201,CDEN,0.091,6610
20170201,CDN,0.963,7267
20170201,CDT,0.778,4353
20170201,CDXY,0.857,6681
20170201,CEDY,0.836,6465
20170201,CEQA,0.01,7942
20170201,CEQL,0.289,1981
20170201,CET7,0.134,1797
20170201,CEVJ,0.765,1472
20170201,CFN9,0.019,2037
20170201,CFP2,0.526,3466
20170201,CFPI,0.119,4723
20170201,CFV4,0.005,5334
20170201,CGH0,0.95,1442
20170201,CGP9,0.687,6123
20170201,CGVA,0.823,2549
20170201,CGWN,0.208,8347
20170201,CHB,0.58,1480
20170201,CHJL,0.775,4415
20170201,CHMG,0.171,7417
20170201,CHN,0.632,2617
20170201,CHNX,0.029,1455
20170201,CIAV,0.647,28
20170201,CIF1,0.453,4489
20170201,CISF,0.055,6903
20170201,CJJZ,0.85,4405
20170201,CJS,0.71,4436
20170201,CKN6,0.091,4590
20170201,CKQ3,0.975,1723
20170201,CLB9,0.27,7386
20170201,CLBP,0.626,149
20170201,CLFG,0.151,869
20170201,CLLB,0.241,1287
20170201,CLP,0.791,422
20170201,CLZ,0.919,5729
20170201,CMOP,0.556,5404
20170201,CNGZ,0.362,5890
20170201,CNM,0.871,3181
20170201,CNM3,0.042,721
20170201,CNPM,0.117,4159
20170201,CNZM,0.549,3804
20170201,COID,0.022,6310
20170201,COJ2,0.164,2283
20170201,COPW,0.04,2486
20170201,CPAW,0.993,6145
20170201,CPR9,0.68,1038
20170201,CQN7,0.075,7772
20170201,CQVZ,0.797,6508
20170201,CQW1,0.844,3837
20170201,CRBL,0.031,7993
20170201,CRN,0.551,621
20170201,CRWQ,0.215,4664
20170201,CSF,0.087,4903
20170201,CTBQ,0.484,4319
20170201,CTKB,0.118,2389
20170201,CTSD,0.406,5949
20170201,CUC,0.156,824
20170201,CUKJ,0.214,8241
20170201,CVAJ,0.705,4307
20170201,CVL,0.964,7117
20170201,CVN,0.851,6587
20170201,CVN0,0.257,114
20170201,CVQ3,0.895,6637
20170201,CVRP,0.654,1210
20170201,CVZW,0.409,6441
20170201,CWB,0.676,1295
20170201,CWMI,0.699,688
20170201,CXDE,0.299,8336
20170201,CXQI,0.783,891
20170201,CXQN,0.634,6812
20170201,CXR3,0.025,6659
20170201,CXU3,0.771,4922
20170201,CYD2,0.154,4846
20170201,CYFG,0.179,7584
20170201,CYFX,0.045,301
20170201,CYLJ,0.301,5858
20170201,CYS9,0.659,630
20170201,CYST,0.235,8369
20170201,CZG3,0.839,6196
20170201,CZK,0.807,7760
20170201,CZR,0.737,2124
20170201,DAHX,0.232,2766
20170201,DALP,0.612,1484
20170201,DALW,0.589,7729
20170201,DAMK,0.512,6858
20170201,DARQ,0.293,7889
20170201,DBB4,0.654,3888
20170201,DBFN,0.081,7097
20170201,DBKL,0.297,909
20170201,DBLX,0.677,2217
20170201,DBY,0.608,6555
20170201,DCF,0.276,4601
20170201,DCMY,0.167,1910
20170201,DCT8,0.332,4583
20170201,DCU,0.729,6861
20170201,DDGD,0.866,909
20170201,DDKA,0.677,6827
20170201,DDKE,0.631,2666
20170201,DDL,0.069,5134
20170201,DDMZ,0.07,5306
20170201,DDWT,0.796,5724
20170201,DDYC,0.125,3232
20170201,DEG,0.584,6345
20170201,DENV,0.499,7595
20170201,DER5,0.294,74
20170201,DESM,0.323,3805
20170201,DETK,0.074,3086
20170201,DFDU,0.904,2928
20170201,DFPB,0.603,3663
20170201,DFS5,0.767,483
20170201,DFT,0.201,3444
20170201,DFU8,0.945,4436
20170201,DFV,0.774,921
20170201,DFXG,0.358,2676
20170201,DGMU,0.217,1562
20170201,DGX,0.908,2117
20170201,DHCF,0.603,1671
20170201,DHN,0.929,4841
20170201,DHS,0.572,8136
20170201,DHVF,0.646,7640
20170201,DIA,0.248,1566
20170201,DIE8,0.46,4668
20170201,DIRM,0.019,3587
20170201,DIZM,0.857,1739
20170201,DJPH,0.082,7608
20170201,DJRN,0.75,5746
20170201,DJSX,0.725,1797
20170201,DKIL,0.519,1796
20170201,DKYJ,0.508,5963
20170201,DKZ,0.938,8021
20170201,DLE,0.707,4393
20170201,DLK9,0.823,1907
20170201,DLPX,0.497,3173
20170201,DLT,0.562,4946
20170201,DMA0,0.307,7092
20170201,DMC,0.796,3155
20170201,DMGX,0.21,1530
20170201,DMKS,0.559,7636
20170201,DMNN,0.234,4013
20170201,DMVW,0.791,2036
20170201,DMZ0,0.206,6159
20170201,DNOC,0.005,5382
20170201,DNX9,0.56,4337
20170201,DOAX,0.646,8277
20170201,DOUN,0.097,6949
20170201,DPBY,0.976,7638
20170201,DPD,0.792,5723
20170201,DPN6,0.976,6604
20170201,DPNB,0.977,739
20170201,DPV,0.758,688
20170201,DPVX,0.124,3687
20170201,DPVY,0.05,4341
20170201,DQD3,0.957,5873
20170201,DQE,0.51,4482
20170201,DQHT,0.87,2253
20170201,DQIJ,0.897,1847
20170201,DQPG,0.338,1562
20170201,DQQ,0.112,7700
20170201,DQY,0.295,3301
20170201,DRB,0.477,633
20170201,DRE0,0.655,3896
20170201,DRRS,0.466,1458
20170201,DSO,0.626,4942
20170201,DSO6,0.687,6950
20170201,DSOE,0.783,1000
20170201,DSS,0.703,5234
20170201,DSV,0.166,3155
20170201,DSZE,0.148,3708
20170201,DTPS,0.87,4350
20170201,DTS,0.132,7355
20170201,DTT,0.241,6926
20170201,DTTF,0.084,8139
20170201,DUHY,0.365,6754
20170201,DUN,0.559,3624
20170201,DUN3,0.169,7393
20170201,DUX,0.284,3900
20170201,DVK,0.302,228
20170201,DVLZ,0.878,3179
20170201,DWK,0.666,8078
20170201,DWP0,0.373,1889
20170201,DWZL,0.756,228
20170201,DXJ,0.838,7538
20170201,DXJ7,0.439,3870
20170201,DXL,0.94,344
20170201,DXN,0.641,2080
20170201,DXOZ,0.897,2573
20170201,DYA1,0.001,7110
20170201,DYA3,0.383,4227
20170201,DYK9,0.387,4554
20170201,DZKL,0.74,676
20170201,DZP8,0.161,5557
20170201,DZV,0.879,1177
20170201,DZWQ,0.565,6409
20170201,EAH,0.261,6099
20170201,EAM0,0.93,3849
20170201,EBDA,0.942,2121
20170201,EBW5,0.022,8133
20170201,EBW9,0.754,7322
20170201,ECK5,0.104,5829
20170201,ECU7,0.229,799
20170201,ECW2,0.575,1093
20170201,EDA,0.291,3504
20170201,EDLT,0.64,8016
20170201,EDRI,0.051,3602
20170201,EDY9,0.745,3111
20170201,EEBI,0.006,4560
20170201,EEC,0.097,4269
20170201,EEKB,0.107,549
20170201,EEMD,0.355,4773
20170201,EEX,0.364,1948
20170201,EEZC,0.908,4104
20170201,EFG0,0.526,2992
20170201,EFN4,0.602,545
20170201,EGHC,0.508,912
20170201,EGTR,0.755,7303
20170201,EHE,0.002,4278
20170201,EHIU,0.439,6514
20170201,EHM8,0.476,4419
20170201,EHX8,0.831,1081
20170201,EIAC,0.774,6639
20170201,EIAF,0.121,2103
20170201,EID,0.126,2826
20170201,EIJ,0.849,7264
20170201,EIPJ,0.221,1391
20170201,EIU0,0.92,2889
20170201,EJEP,0.044,7031
20170201,EJG,0.905,331
20170201,EJPO,0.275,6520
20170201,EJQ9,0.001,4769
20170201,ELH3,0.224,1015
20170201,ELL4,0.622,5556
20170201,ELVE,0.841,5554
20170201,ELW,0.711,3330
20170201,EMDI,0.091,4450
20170201,EME4,0.47,3877
20170201,EMRT,0.547,1023
20170201,ENRZ,0.892,5201
20170201,ENX,0.275,397
20170201,EOBE,0.33,2570
20170201,EOL1,0.996,4616
20170201,EOT,0.376,2655
20170201,EPA3,0.343,5163
20170201,EPG3,0.65,7959
20170201,EPMR,0.009,7091
20170201,EPRW,0.272,1707
20170201,EPT,0.506,393
20170201,EPYC,0.25,7240
20170201,EQXG,0.326,1605
20170201,ERE0,0.072,4262
20170201,ERNU,0.455,2971
20170201,ERP3,0.108,4590
20170201,ESAB,0.22,7588
20170201,ESCJ,0.796,8135
20170201,ESD,0.289,1083
20170201,ESGA,0.488,6352
20170201,ESIZ,0.772,2890
20170201,ETUQ,0.53,2966
20170201,ETX4,0.426,767
20170201,EUCH,0.73,7227
20170201,EUGE,0.062,4107
20170201,EUP,0.535,5046
20170201,EVBM,0.674,6715
20170201,EVG,0.137,3560
20170201,EVGB,0.739,1174
20170201,EVOT,0.812,3331
20170201,EVP,0.734,6218
20170201,EVPB,0.172,8387
20170201,EWA8,0.692,3858
20170201,EWD,0.017,1645
20170201,EWJ,0.864,1758
20170201,EXCI,0.012,6403
20170201,EYRP,0.997,1812
20170201,EZIV,0.849,7160
20170201,EZQJ,0.548,163
20170201,EZX,0.675,4682
20170201,FAQQ,0.947,148
20170201,FARD,0.002,2498
20170201,FAX,0.879,8722
20170201,FAYZ,0.648,4208
20170201,FBL,0.934,4307
20170201,FBSK,0.011,6115
20170201,FBT,0.565,7875
20170201,FBW0,0.838,3245
20170201,FBXA,0.358,1081
20170201,FBZ,0.108,3900
20170201,FCKV,0.105,7780
20170201,FCT1,0.129,7538
20170201,FCXO,0.922,6275
20170201,FDDC,0.467,2311
20170201,FDM2,0.227,801
20170201,FDX3,0.256,5202
20170201,FEIK,0.072,7288
20170201,FEIN,0.794,2840
20170201,FEIW,0.462,3837
20170201,FEPU,0.244,5748
20170201,FEWX,0.959,6259
20170201,FEY,0.08,8100
20170201,FFB9,0.172,3969
20170201,FFKQ,0.32,3979
20170201,FFL8,0.205,7251
20170201,FFXR,0.664,7021
20170201,FGC3,0.064,4012
20170201,FGGP,0.798,6849
20170201,FGNH,0.894,4077
20170201,FGT9,0.214,635
20170201,FGV,0.727,3935
20170201,FHD,0.905,6104
20170201,FHKN,0.356,5439
20170201,FHVX,0.752,4920
20170201,FIR9,0.612,7666
20170201,FKHU,0.409,5631
20170201,FKJ,0.58,2407
20170201,FKO5,0.008,6223
20170201,FLCD,0.84,1745
20170201,FLF,0.077,6491
20170201,FMI,0.648,7022
20170201,FMS,0.423,4692
20170201,FNB9,0.537,2171
20170201,FNH,0.281,6276
20170201,FNH9,0.142,2048
20170201,FNI4,0.897,6624
20170201,FNLL,0.642,6587
20170201,FNV1,0.253,876
20170201,FOA,0.382,5492
20170201,FOHJ,0.044,7071
20170201,FORO,0.393,5987
20170201,FOXR,0.476,2429
20170201,FPWE,0.102,5340
20170201,FPX,0.477,142
20170201,FQF5,0.193,3485
20170201,FQLA,0.935,7705
20170201,FRB,0.147,3578
20170201,FRDJ,0.784,3028
20170201,FRFF,0.656,7335
20170201,FRH4,0.335,4623
20170201,FRV,0.622,5690
20170201,FRVE,0.922,8320
20170201,FSE,0.965,1780
20170201,FSF,0.44,930
20170201,FSI,0.618,78
20170201,FSN,0.096,2279
20170201,FSWK,0.333,2733
20170201,FTRQ,0.279,2464
20170201,FTS,0.652,7237
20170201,FUG,0.464,6280
20170201,FUR8,0.304,3658
20170201,FUZ,0.925,2177
20170201,FWCK,0.345,2594
20170201,FWEJ,0.285,5670
20170201,FWPV,0.716,6594
20170201,FXA,0.206,267
20170201,FXC2,0.168,8775
20170201,FXDQ,0.441,5734
20170201,FXDS,0.747,5844
20170201,FXN3,0.604,8234
20170201,FXP6,0.595,8771
20170201,FXQ,0.365,1547
20170201,FXQT,0.08,408
20170201,FXZN,0.977,5871
20170201,FYC,0.042,627
20170201,FZBS,0.873,8423
20170201,FZCB,0.203,8273
20170201,FZCT,0.995,5656
20170201,FZE8,0.998,5854
20170201,FZLT,0.939,566
20170201,FZR3,0.036,7771
20170201,FZV,0.457,6633
20170201,FZXL,0.351,1843
20170201,GACF,0.886,6840
20170201,GAMX,0.7,3718
20170201,GBUS,0.776,382
20170201,GBY,0.08,4808
20170201,GCA9,0.042,5581
20170201,GCAA,0.318,1401
20170201,GCEP,0.276,964
20170201,GCHK,0.705,6056
20170201,GCIK,0.33,5680
20170201,GCM2,0.9,2972
20170201,GCOY,0.575,8249
20170201,GDD,0.002,892
20170201,GDDW,0.844,1734
20170201,GDE,0.25,2825
20170201,GDE4,0.48,2209
20170201,GDFU,0.029,1167
20170201,GDW6,0.059,6745
20170201,GEI,0.713,63
20170201,GELJ,0.216,3165
20170201,GEN,0.525,4605
20170201,GFD,0.199,702
20170201,GFDB,0.234,45
20170201,GFS5,0.341,4750
20170201,GGE,0.837,6562
20170201,GGUK,0.14,6939
20170201,GGX3,0.619,7147
20170201,GGYV,0.208,3698
20170201,GHD,0.352,1535
20170201,GHJL,0.633,516
20170201,GHNS,0.86,1152
20170201,GHO0,0.403,4289
20170201,GHV,0.475,3174
20170201,GIER,0.05,5102
20170201,GIUK,0.448,1322
20170201,GIX,0.145,7679
20170201,GJHL,0.672,3063
20170201,GJKT,0.676,1544
20170201,GJW1,0.01,41
20170201,GKB,0.987,2260
20170201,GKB5,0.385,2057
20170201,GKL0,0.109,2729
20170201,GKWF,0.222,2880
20170201,GLF9,0.219,4247
20170201,GLKY,0.268,742
20170201,GLV,0.537,6401
20170201,GLW,0.792,3494
20170201,GMAJ,0.395,805
20170201,GMOH,0.513,4299
20170201,GMPV,0.016,7528
20170201,GMS,0.425,4326
20170201,GMZ5,0.829,7190
20170201,GNK,0.49,4314
20170201,GNL,0.99,5136
20170201,GNL7,0.44,2848
20170201,GNM8,0.566,776
20170201,GNQ,0.545,1530
20170201,GOBP,0.469,4428
20170201,GOI,0.559,6713
20170201,GOIR,0.573,840
20170201,GOQ,0.919,7241
20170201,GOR0,0.223,3123
20170201,GOVW,0.798,692
20170201,GOYM,0.891,7686
20170201,GPBD,0.435,1405
20170201,GPEE,0.503,7032
20170201,GPJD,0.916,2901
20170201,GPK1,0.446,7910
20170201,GPQ,0.574,4772
20170201,GPW7,0.949,6720
20170201,GPZ,0.72,932
20170201,GQH,0.165,4655
20170201,GQN7,0.458,286
20170201,GQQD,0.031,7532
20170201,GQYM,0.784,8847
20170201,GRJG,0.421,3928
20170201,GRVI,0.296,5442
20170201,GSIP,0.117,3943
20170201,GSNG,0.178,2102
20170201,GSUB,0.908,2668
20170201,GTC,0.857,3116
20170201,GTEG,0.581,2053
20170201,GTHK,0.118,6419
20170201,GTMU,0.245,2179
20170201,GTP4,0.082,1078
20170201,GTX7,0.951,2403
20170201,GUEL,0.9,5707
20170201,GUM,0.132,5884
20170201,GUP,0.992,4967
20170201,GVG1,0.863,5336
20170201,GVHT,0.797,3392
20170201,GVP0,0.482,8130
20170201,GVS,0.285,984
20170201,GWHW,0.153,5664
20170201,GWME,0.229,6376
20170201,GWPR,0.754,3221
20170201,GXC,0.031,3089
20170201,GXDH,0.305,765
20170201,GXI9,0.304,7561
20170201,GXL1,0.175,6054
20170201,GXN,0.612,2313
20170201,GYPL,0.569,8555
20170201,GYRE,0.223,3482
20170201,GZD9,0.79,8840
20170201,GZH1,0.17,5416
20170201,GZQW,0.618,3798
20170201,GZY2,0.468,4860
20170201,GZZ3,0.75,3210
20170201,HAG,0.712,6633
20170201,HAQ,0.68,6224
20170201,HAT,0.782,129
20170201,HAV,0.079,6370
20170201,HAW,0.522,3179
20170201,HAX,0.094,8742
20170201,HBL,0.009,1642
20170201,HBT6,0.185,300
20170201,HBT8,0.402,4685
20170201,HBZ,0.961,1244
20170201,HCKW,0.283,5904
20170201,HCND,0.977,5121
20170201,HCP0,0.982,646
20170201,HCR7,0.746,5447
20170201,HCW,0.156,792
20170201,HDDX,0.277,4546
20170201,HDXF,0.541,6599
20170201,HEAF,0.849,1091
20170201,HEC,0.027,6906
20170201,HEM0,0.405,4154
20170201,HEN6,0.836,391
20170201,HFRY,0.3,8091
20170201,HGG7,0.405,2276
20170201,HGKZ,0.923,1185
20170201,HGVZ,0.429,2865
20170201,HHL,0.528,5828
20170201,HHLD,0.838,3823
20170201,HHV0,0.894,7639
20170201,HIAH,0.438,4750
20170201,HIC1,0.813,1160
20170201,HIIB,0.288,3576
20170201,HIIO,0.073,3288
20170201,HIQV,0.03,1576
20170201,HIT8,0.594,1278
20170201,HIX,0.459,5966
20170201,HIZI,0.41,6380
20170201,HJEA,0.481,3043
20170201,HJMO,0.322,5199
20170201,HJN,0.155,6306
20170201,HJQ1,0.555,5555
20170201,HKET,0.341,2249
20170201,HKEZ,0.629,8192
20170201,HKHN,0.062,7738
20170201,HKI,0.05,1541
20170201,HKL4,0.015,6035
20170201,HKVU,0.241,7718
20170201,HKW,0.592,1872
20170201,HKZ,0.413,4091
20170201,HLA,0.539,5699
20170201,HLCH,0.409,4407
20170201,HLH3,0.456,3559
20170201,HLJ7,0.951,191
20170201,HLL9,0.187,4561
20170201,HLRP,0.009,90
20170201,HMVU,0.626,4766
20170201,HMYR,0.808,3952
20170201,HNBU,0.018,835
20170201,HNCW,0.174,4185
20170201,HNF9,0.078,1727
20170201,HNGS,0.608,92
20170201,HNPG,0.415,1633
20170201,HNRR,0.377,8142
20170201,HOBX,0.876,314
20170201,HODG,0.75,4699
20170201,HOE,0.48,4845
20170201,HOEN,0.819,4168
20170201,HOEP,0.907,7699
20170201,HOIC,0.062,5321
20170201,HOTF,0.385,4538
20170201,HOXI,0.713,8511
20170201,HPB4,0.588,1333
20170201,HPG9,0.864,7317
20170201,HPGG,0.236,7845
20170201,HPJ5,0.57,109
20170201,HPW,0.781,6243
20170201,HQL1,0.637,5401
20170201,HQVG,0.987,4329
20170201,HQW,0.989,3771
20170201,HQWU,0.135,2836
20170201,HQX,0.817,7797
20170201,HRDL,0.859,4655
20170201,HRDT,0.23,1991
20170201,HRF,0.554,7335
20170201,HRM5,0.4,8057
20170201,HRU,0.902,6281
20170201,HRU6,0.072,7232
20170201,HSBK,0.314,8153
20170201,HSQ1,0.319,6218
20170201,HSU,0.719,3453
20170201,HSY6,0.345,7151
20170201,HTA,0.045,2657
20170201,HTDA,0.418,7310
20170201,HTI7,0.102,176
20170201,HTVX,0.798,6545
20170201,HUB8,0.841,6448
20170201,HUC,0.893,52
20170201,HUGQ,0.029,6865
20170201,HUJX,0.045,5204
20170201,HULC,0.227,5695
20170201,HUPY,0.816,1206
20170201,HUT7,0.876,2950
20170201,HUUB,0.879,7434
20170201,HUXB,0.79,5469
20170201,HVW,0.626,7073
20170201,HWLL,0.084,5209
20170201,HWM,0.992,5051
20170201,HWW2,0.977,26
20170201,HWWS,0.04,1751
20170201,HXG8,0.672,5949
20170201,HXL,0.504,8453
20170201,HXL7,0.702,5911
20170201,HYE,0.105,101
20170201,HYF9,0.145,8417
20170201,HYIZ,0.292,3271
20170201,HZDI,0.729,1865
20170201,HZJC,0.817,7743
20170201,HZS,0.356,7859
20170201,HZTY,0.115,5636
20170201,HZY,0.11,23
20170201,HZYZ,0.273,2867
20170201,IAVE,0.567,2409
20170201,IBKL,0.103,5963
20170201,IBW2,0.473,3366
20170201,ICZ,0.77,8176
20170201,IDJ8,0.848,3178
20170201,IDP,0.688,7353
20170201,IDUL,0.493,2390
20170201,IEH2,0.505,6804
20170201,IEWB,0.987,2140
20170201,IFO4,0.635,3321
20170201,IFS5,0.509,202
20170201,IFZ4,0.735,8403
20170201,IGDN,0.465,5347
20170201,IGQT,0.996,947
20170201,IGU,0.368,8195
20170201,IHAN,0.147,1924
20170201,IHAO,0.93,2871
20170201,IHL5,0.901,5475
20170201,IHM8,0.423,7001
20170201,IHNX,0.594,4353
20170201,IIBT,0.694,1408
20170201,IIZ6,0.557,2745
20170201,IJI4,0.586,4092
20170201,IJK,0.861,491
20170201,IJR3,0.887,8091
20170201,IJZJ,0.907,3441
20170201,IKD,0.87,3102
20170201,IKF,0.118,322
20170201,IKFM,0.423,1348
20170201,IKNH,0.962,969
20170201,IKSG,0.66,1441
20170201,IKT1,0.215,2457
20170201,IKXG,0.794,6027
20170201,IKYV,0.31,1121
20170201,IKZ,0.843,1722
20170201,ILCY,0.208,4562
20170201,ILN0,0.042,287
20170201,ILS3,0.032,290
20170201,ILSG,0.4,5663
20170201,ILXL,0.894,3942
20170201,ILZ2,0.784,1504
20170201,INCM,0.42,347
20170201,INVR,0.805,2191
20170201,IOF9,0.617,972
20170201,IOM1,0.094,332
20170201,IOSZ,0.865,5989
20170201,IOUJ,0.519,682
20170201,IPA8,0.442,551
20170201,IPH1,0.095,6786
20170201,IPQE,0.88,7304
20170201,IPQN,0.004,3924
20170201,IPUN,0.712,4184
20170201,IPWD,0.581,245
20170201,IPX1,0.237,4950
20170201,IPXR,0.467,4888
20170201,IPYP,0.072,7171
20170201,IQKB,0.743,5418
20170201,IQWC,0.661,2884
20170201,IRFN,0.612,7051
20170201,IRFO,0.948,3202
20170201,IRNJ,0.886,6532
20170201,IRPG,0.387,262
20170201,ISE,0.6,6513
20170201,ISHS,0.842,4536
20170201,ITQL,0.535,39
20170201,ITW8,0.558,2812
20170201,IUC,0.818,5132
20170201,IUE,0.291,5999
20170201,IUOS,0.111,4604
20170201,IUP,0.332,5625
20170201,IVNW,0.037,5287
20170201,IVO5,0.014,2684
20170201,IVP1,0.612,4762
20170201,IVPQ,0.353,8427
20170201,IVUQ,0.766,3945
20170201,IVWG,0.866,4883
20170201,IWBZ,0.061,8015
20170201,IWK,0.437,6602
20170201,IWO0,0.003,1094
20170201,IWPC,0.006,5812
20170201,IWQG,0.341,1825
20170201,IWVA,0.559,2554
20170201,IXL6,0.266,5606
20170201,IXLN,0.93,7993
20170201,IXU7,0.122,8670
20170201,IXXT,0.993,1621
20170201,IXY,0.089,5833
20170201,IYA0,0.171,7567
20170201,IYCC,0.104,1494
20170201,IYP,0.185,6219
20170201,IYU,0.008,1719
20170201,IYV3,0.737,6121
20170201,IYZM,0.944,539
