date,ticker,positive,tweets
20170202,CSS8,0.778,1475
20170202,CSX5,0.115,1367
20170202,CTOQ,0.614,5673
20170202,CTSD,0.511,3965
20170202,CUC,0.782,4254
20170202,CUKJ,0.474,5616
20170202,CVAJ,0.228,5871
20170202,CVH,0.07,4894
20170202,CVL,0.941,6521
20170202,CVN,0.238,3253
20170202,CVN0,0.28,1289
20170202,CVQ3,0.038,2049
20170202,CVRP,0.12,2662
20170202,CWB,0.374,5995
20170202,CXNQ,0.793,52
20170202,CXQN,0.582,3442
20170202,CXR3,0.262,1149
20170202,CXU3,0.616,6156
20170202,CYD2,0.636,8131
20170202,CYE4,0.691,7067
20170202,CYFX,0.98,1264
20170202,CYH,0.614,2724
20170202,CYLJ,0.581,6818
20170202,CYS9,0.581,2756
20170202,CYST,0.783,6556
20170202,CZR,0.988,6802
20170202,DAHX,0.704,4701
20170202,DALP,0.345,2847
20170202,DALW,0.673,4593
20170202,DAMK,0.731,2583
20170202,DBDJ,0.668,5696
20170202,DBKL,0.111,7302
20170202,DBLX,0.678,2571
20170202,DBY,0.964,6877
20170202,DCF,0.034,6221
20170202,DCU,0.194,6982
20170202,DDGD,0.711,1736
20170202,DDKE,0.076,5985
20170202,DDL,0.454,3988
20170202,DDMZ,0.034,7720
20170202,DDWT,0.968,3408
20170202,DDYC,0.591,7363
20170202,DDZ6,0.192,8809
20170202,DEG,0.21,485
20170202,DENV,0.322,1864
20170202,DER5,0.503,7087
20170202,DESM,0.675,5727
20170202,DETK,0.376,3658
20170202,DFDU,0.336,3646
20170202,DFPB,0.391,3904
20170202,DFS5,0.224,4720
20170202,DFT,0.699,3348
20170202,DFU8,0.087,5965
20170202,DFV,0.532,627
20170202,DGMU,0.63,4148
20170202,DGX,0.372,2356
20170202,DHCF,0.686,6126
20170202,DHN,0.44,3115
20170202,DHS,0.175,1481
20170202,DHVF,0.012,1513
20170202,DIA,0.972,5279
20170202,DIE8,0.446,17
20170202,DIRM,0.429,3840
20170202,DIZM,0.029,3103
20170202,DJPH,0.199,1717
20170202,DJRN,0.943,6967
20170202,DJSX,0.245,4124
20170202,DKIL,0.528,423
20170202,DKY,0.389,5224
20170202,DKYJ,0.572,5428
20170202,DKZ,0.892,6013
20170202,DKZ0,0.47,937
20170202,DLE,0.918,4100
20170202,DLK9,0.182,4944
20170202,DLPX,0.617,6778
20170202,DLT,0.66,8164
20170202,DMA0,0.738,1624
20170202,DMC,0.429,119
20170202,DMGX,0.576,5198
20170202,DMKS,0.054,3357
20170202,DMNN,0.308,4718
20170202,DMVW,0.186,5390
20170202,DMYO,0.407,6494
20170202,DMZ0,0.773,2758
20170202,DOAX,0.412,3622
20170202,DOD,0.574,3807
20170202,DOUN,0.574,5196
20170202,DPBY,0.914,3531
20170202,DPFF,0.479,6608
20170202,DPN6,0.024,1971
20170202,DPNB,0.689,4267
20170202,DPV,0.423,3831
20170202,DPXA,0.079,4421
20170202,DQD3,0.496,3712
20170202,DQE,0.061,1568
20170202,DQHT,0.873,8226
20170202,DQIJ,0.001,3109
20170202,DQPG,0.345,7177
20170202,DQQ,0.56,4756
20170202,DQW2,0.139,3137
20170202,DQY,0.744,4925
20170202,DRB,0.098,7557
20170202,DRD9,0.175,2030
20170202,DRRS,0.571,877
20170202,DSO,0.06,1440
20170202,DSO6,0.736,8190
20170202,DSOE,0.458,194
20170202,DSV,0.747,5607
20170202,DTPS,0.426,4028
20170202,DTS,0.57,8054
20170202,DTT,0.75,6667
20170202,DTTF,0.518,7161
20170202,DTVH,0.282,4246
20170202,DUC4,0.481,5282
20170202,DUHY,0.285,2608
20170202,DUN,0.481,8264
20170202,DUN3,0.188,5899
20170202,DUS,0.256,7049
20170202,DUW2,0.969,2600
20170202,DUX,0.339,57
20170202,DVB,0.441,7223
20170202,DVK,0.794,2335
20170202,DVLZ,0.774,8532
20170202,DVN,0.62,2867
20170202,DVW8,0.429,5340
20170202,DWE,0.306,6528
20170202,DWK,0.61,3725
20170202,DWP0,0.7,83
20170202,DWSK,0.522,6645
20170202,DWZL,0.301,1030
20170202,DXJ,0.353,8137
20170202,DXJ7,0.943,5361
20170202,DXL,0.793,3217
20170202,DXOZ,0.061,7003
20170202,DXZM,0.53,4082
20170202,DYA1,0.543,2784
20170202,DYK9,0.58,2443
20170202,DZKL,0.731,4240
20170202,DZP8,0.006,965
20170202,DZWQ,0.63,2532
20170202,EAH,0.661,6433
20170202,EAM0,0.688,7180
20170202,EAVR,0.044,5223
20170202,EBDA,0.415,1089
20170202,EBW9,0.555,8285
20170202,ECDG,0.624,3896
20170202,ECS8,0.545,4852
20170202,EDA,0.629,6731
20170202,EDLT,0.328,2136
20170202,EDS,0.434,1005
20170202,EDY9,0.899,2246
20170202,EEBI,0.472,3818
20170202,EEC,0.311,5395
20170202,EEKB,0.902,3840
20170202,EEMD,0.803,5940
20170202,EEX,0.032,808
20170202,EEZC,0.738,4211
20170202,EFG0,0.898,4460
20170202,EFN4,0.144,4997
20170202,EGHC,0.52,5872
20170202,EGTR,0.694,7106
20170202,EHE,0.12,7105
20170202,EHM8,0.391,5211
20170202,EHSR,0.952,1150
20170202,EHX8,0.314,354
20170202,EIAF,0.574,586
20170202,EID,0.815,689
20170202,EIJ,0.8,5431
20170202,EIU0,0.693,7035
20170202,EIZD,0.878,1223
20170202,EJEP,0.947,5781
20170202,EJPO,0.771,1058
20170202,EJQ9,0.019,6924
20170202,EJVS,0.346,5453
20170202,EKRY,0.918,588
20170202,ELH3,0.634,313
20170202,ELL4,0.14,5394
20170202,ELVE,0.361,7780
20170202,EMDI,0.743,6161
20170202,EME4,0.162,4745
20170202,EME5,0.641,5817
20170202,EMM,0.795,3469
20170202,ENIX,0.615,3290
20170202,ENRZ,0.474,8196
20170202,EOBE,0.424,1258
20170202,EOL1,0.771,3225
20170202,EOT,0.973,2734
20170202,EPA2,0.002,3013
20170202,EPA3,0.426,4669
20170202,EPG3,0.679,125
20170202,EPMR,0.968,7080
20170202,EPRW,0.482,5126
20170202,EPYC,0.307,875
20170202,EQUP,0.085,5501
20170202,EQXG,0.669,7304
20170202,ERE0,0.478,8100
20170202,ERNU,0.605,5361
20170202,ERP3,0.552,6466
20170202,ESAB,0.569,7151
20170202,ESCJ,0.238,7151
20170202,ESD,0.962,562
20170202,ESGA,0.265,4961
20170202,ESIZ,0.076,4438
20170202,ESW,0.376,2976
20170202,ETUQ,0.858,8430
20170202,ETX4,0.705,7485
20170202,ETYB,0.519,8872
20170202,EUCH,0.702,869
20170202,EUP,0.933,2078
20170202,EVBM,0.712,6113
20170202,EVC,0.035,4418
20170202,EVG,0.895,6448
20170202,EVP,0.693,4078
20170202,EVPB,0.935,1452
20170202,EWA8,0.517,2346
20170202,EWD,0.282,1601
20170202,EWJ,0.843,5334
20170202,EXCI,0.048,4162
20170202,EXY5,0.143,6498
20170202,EYRP,0.706,7532
20170202,EYW,0.606,6986
20170202,EZEG,0.354,3484
20170202,EZIV,0.514,8144
20170202,EZQJ,0.021,1161
20170202,FAAA,0.934,6429
20170202,FAQQ,0.887,5558
20170202,FARD,0.521,663
20170202,FAX,0.401,7571
20170202,FAX2,0.578,4718
20170202,FAYZ,0.742,4280
20170202,FBL,0.872,1228
20170202,FBSK,0.011,1056
20170202,FBT,0.097,7755
20170202,FBW0,0.597,7551
20170202,FBXA,0.079,989
20170202,FBZ,0.316,6679
20170202,FCHX,0.212,5188
20170202,FCKV,0.437,3126
20170202,FCT1,0.177,906
20170202,FCXO,0.497,133
20170202,FDDC,0.393,2261
20170202,FDM2,0.843,1623
20170202,FEIN,0.096,5421
20170202,FEIW,0.696,5337
20170202,FEPU,0.65,5093
20170202,FEWX,0.752,7137
20170202,FEY,0.537,1622
20170202,FFKQ,0.414,4011
20170202,FFL8,0.274,5939
20170202,FFXR,0.583,1257
20170202,FGGP,0.191,686
20170202,FGNH,0.717,55
20170202,FGT9,0.471,6129
20170202,FGV,0.638,6202
20170202,FHD,0.754,3766
20170202,FHKN,0.072,61
20170202,FHVX,0.853,6956
20170202,FIR9,0.543,5974
20170202,FJA,0.459,1726
20170202,FKJ,0.386,481
20170202,FKO5,0.215,6386
20170202,FLCD,0.037,2080
20170202,FLF,0.064,7272
20170202,FMBG,0.639,2881
20170202,FMI,0.34,5305
20170202,FMS,0.658,833
20170202,FNB9,0.083,916
20170202,FNH,0.31,1842
20170202,FNH9,0.157,4646
20170202,FNI4,0.778,71
20170202,FNLL,0.775,120
20170202,FNV1,0.171,911
20170202,FOA,0.251,298
20170202,FOHJ,0.19,3344
20170202,FORO,0.982,1774
20170202,FOXR,0.08,4876
20170202,FPWE,0.344,3444
20170202,FPX,0.234,5695
20170202,FQD,0.336,312
20170202,FQF5,0.151,5890
20170202,FRDJ,0.54,715
20170202,FRH4,0.766,3218
20170202,FRV,0.2,6111
20170202,FRVE,0.182,1605
20170202,FRYD,0.002,1464
20170202,FSE,0.053,3667
20170202,FSF,0.2,7562
20170202,FSI,0.286,4629
20170202,FSN,0.724,160
20170202,FSTS,0.815,6523
20170202,FSZY,0.992,8612
20170202,FTS,0.246,1791
20170202,FUG,0.258,2290
20170202,FUR8,0.885,4755
20170202,FUZ,0.795,5507
20170202,FUZ0,0.842,6019
20170202,FWCK,0.62,2133
20170202,FXC2,0.068,3225
20170202,FXDQ,0.315,7513
20170202,FXDS,0.764,4861
20170202,FXN3,0.864,3007
20170202,FXP6,0.861,6469
20170202,FXQ,0.647,1992
20170202,FXR,0.846,1956
20170202,FXZN,0.33,2714
20170202,FYC,0.592,6200
20170202,FZBS,0.338,4712
20170202,FZCB,0.856,951
20170202,FZCT,0.455,6027
20170202,FZE8,0.34,8333
20170202,FZLT,0.326,3237
20170202,FZR3,0.108,5182
20170202,FZV,0.816,8237
20170202,GACF,0.758,2985
20170202,GAMX,0.571,7094
20170202,GBUS,0.665,2871
20170202,GBY,0.566,8215
20170202,GCA0,0.011,5124
20170202,GCA9,0.81,1326
20170202,GCAA,0.323,1303
20170202,GCEP,0.61,7573
20170202,GCM2,0.732,1876
20170202,GCS3,0.18,3540
20170202,GCV7,0.751,996
20170202,GDD,0.349,3488
20170202,GDE,0.211,1711
20170202,GDFU,0.533,3453
20170202,GDW6,0.35,7064
20170202,GEI,0.769,1880
20170202,GELJ,0.899,5061
20170202,GEN,0.953,6017
20170202,GFD,0.735,6042
20170202,GFD1,0.055,254
20170202,GFDB,0.85,3762
20170202,GFS5,0.193,3098
20170202,GGAI,0.206,2579
20170202,GGE,0.828,2058
20170202,GGUK,0.353,4884
20170202,GGX,0.7,6865
20170202,GGX3,0.624,7773
20170202,GGYV,0.23,5916
20170202,GHD,0.007,1917
20170202,GHJL,0.452,6337
20170202,GHNS,0.543,4686
20170202,GHO0,0.312,7802
20170202,GHX6,0.214,8700
20170202,GIER,0.633,1549
20170202,GIUK,0.144,6122
20170202,GJHL,0.013,1986
20170202,GJKT,0.572,6234
20170202,GJW1,0.65,2606
20170202,GKB,0.94,2612
20170202,GKB5,0.452,1020
20170202,GKI,0.294,1832
20170202,GKJR,0.332,5369
20170202,GKL0,0.163,6002
20170202,GKWF,0.647,8451
20170202,GLF9,0.692,6962
20170202,GLKY,0.924,2048
20170202,GLV,0.248,5427
20170202,GLW,0.734,3649
20170202,GMAJ,0.485,4436
20170202,GMOH,0.805,357
20170202,GMP,0.044,4402
20170202,GMPV,0.349,7724
20170202,GMS,0.391,1986
20170202,GMZ5,0.381,4447
20170202,GNJ,0.905,4659
20170202,GNK,0.406,7035
20170202,GNL,0.962,4956
20170202,GNL7,0.111,3472
20170202,GNM8,0.012,4388
20170202,GNN3,0.96,7198
20170202,GNOK,0.621,2034
20170202,GNQ,0.272,6085
20170202,GOBP,0.56,4131
20170202,GOIR,0.944,787
20170202,GOQ,0.507,5658
20170202,GOR0,0.237,6580
20170202,GOVW,0.19,8595
20170202,GOYM,0.743,7324
20170202,GPBD,0.463,1947
20170202,GPEE,0.186,5541
20170202,GPJD,0.143,5380
20170202,GPK1,0.778,886
20170202,GPOM,0.318,267
20170202,GPQ,0.283,5478
20170202,GPW7,0.326,4449
20170202,GPZ,0.83,7066
20170202,GQH,0.598,5837
20170202,GQN7,0.814,6108
20170202,GQYM,0.664,5097
20170202,GRD9,0.182,5634
20170202,GRJG,0.552,1195
20170202,GSIP,0.172,8222
20170202,GSUB,0.593,3636
20170202,GTC,0.962,1341
20170202,GTEG,0.384,2151
20170202,GTHK,0.192,7333
20170202,GTMU,0.199,4899
20170202,GTP4,0.438,8008
20170202,GTX7,0.036,4394
20170202,GUEL,0.185,7010
20170202,GUM,0.129,248
20170202,GUP,0.776,6351
20170202,GUSK,0.404,2108
20170202,GUUE,0.734,3403
20170202,GUV,0.692,401
20170202,GVG1,0.099,53
20170202,GVHT,0.367,2793
20170202,GVP0,0.612,1181
20170202,GWHW,0.11,3086
20170202,GWME,0.35,2231
20170202,GWPR,0.557,5613
20170202,GXDH,0.967,1734
20170202,GXH,0.006,4169
20170202,GXL1,0.2,2782
20170202,GXN,0.636,2288
20170202,GXV,0.698,7327
20170202,GYLS,0.28,6144
20170202,GYPL,0.489,2034
20170202,GYRE,0.44,142
20170202,GYX,0.332,5106
20170202,GZH1,0.802,2734
20170202,GZQW,0.241,8590
20170202,GZW,0.647,2321
20170202,GZY2,0.96,6595
20170202,GZZ3,0.473,2866
20170202,HAG,0.512,845
20170202,HAQ,0.824,4604
20170202,HAT,0.823,4265
20170202,HAV,0.59,6952
20170202,HAW,0.933,819
20170202,HBL,0.461,7285
20170202,HBRV,0.828,4476
20170202,HBT8,0.931,7341
20170202,HBZ,0.257,5669
20170202,HCKW,0.142,7591
20170202,HCND,0.762,121
20170202,HCP0,0.289,3168
20170202,HCR7,0.522,2327
20170202,HCW,0.747,3392
20170202,HDDX,0.165,4407
20170202,HDXF,0.251,1557
20170202,HEAF,0.695,4624
20170202,HEC,0.173,1909
20170202,HEM0,0.123,1292
20170202,HEN6,0.967,496
20170202,HFRY,0.342,2836
20170202,HFVC,0.895,7598
20170202,HGG7,0.782,5031
20170202,HGVZ,0.446,4363
20170202,HHL,0.479,33
20170202,HHLD,0.522,2067
20170202,HHV0,0.227,3103
20170202,HIAH,0.606,6935
20170202,HIC1,0.369,7234
20170202,HIIB,0.874,5698
20170202,HIIO,0.391,6937
20170202,HIQV,0.875,3403
20170202,HIT8,0.458,6033
20170202,HIX,0.76,922
20170202,HIZI,0.683,6522
20170202,HJMO,0.213,7792
20170202,HJN,0.507,3287
20170202,HKHN,0.194,718
20170202,HKI,0.341,1508
20170202,HKL4,0.501,2616
20170202,HKVU,0.571,7966
20170202,HKW,0.054,4873
20170202,HKZ,0.47,8007
20170202,HLCH,0.838,6400
20170202,HLH3,0.68,6978
20170202,HLL9,0.929,3253
20170202,HMVU,0.542,2872
20170202,HMYR,0.342,6534
20170202,HNBU,0.413,1339
20170202,HNCW,0.796,6556
20170202,HNF9,0.18,7596
20170202,HNGS,0.96,4792
20170202,HNPG,0.489,3377
20170202,HNRR,0.96,7762
20170202,HOBX,0.045,3697
20170202,HODG,0.417,6089
20170202,HOE,0.066,469
20170202,HOEN,0.005,2748
20170202,HOEP,0.154,5852
20170202,HOIC,0.795,4266
20170202,HOJA,0.267,1337
20170202,HOTF,0.478,5556
20170202,HOXI,0.804,7487
20170202,HPB4,0.504,396
20170202,HPG9,0.226,5848
20170202,HPGG,0.039,228
20170202,HPJ5,0.109,6700
20170202,HPML,0.56,1841
20170202,HPW,0.111,4850
20170202,HQL1,0.048,5821
20170202,HQQ,0.166,6983
20170202,HQUC,0.021,1364
20170202,HQVG,0.151,8423
20170202,HQW,0.002,3222
20170202,HQWU,0.992,1795
20170202,HQX,0.523,753
20170202,HRDL,0.93,3484
20170202,HRDT,0.739,4059
20170202,HRM5,0.336,1227
20170202,HRU,0.221,7220
20170202,HRU6,0.249,1178
20170202,HSBK,0.914,7773
20170202,HSQ1,0.633,747
20170202,HSU,0.683,5112
20170202,HSY6,0.168,6403
20170202,HTA,0.951,6397
20170202,HTI7,0.51,509
20170202,HTVX,0.195,1731
20170202,HUB8,0.008,1337
20170202,HUC,0.962,4934
20170202,HUGQ,0.409,2135
20170202,HULC,0.332,1609
20170202,HUPY,0.771,404
20170202,HUT7,0.001,7855
20170202,HUXB,0.955,4615
20170202,HVW,0.624,1424
20170202,HWK9,0.732,8655
20170202,HWW2,0.259,5185
20170202,HWWS,0.315,7764
20170202,HXG8,0.465,3790
20170202,HXL,0.886,7939
20170202,HYE,0.752,7284
20170202,HYF9,0.461,4642
20170202,HYIZ,0.142,746
20170202,HZDI,0.86,4577
20170202,HZJC,0.404,4873
20170202,HZS,0.251,8301
20170202,HZY,0.253,5843
20170202,HZYZ,0.164,4680
20170202,IASH,0.283,1903
20170202,IAVE,0.953,7455
20170202,IBW2,0.487,1157
20170202,IBXD,0.106,2786
20170202,ICZ,0.878,6086
20170202,IDP,0.287,6928
20170202,IDUL,0.692,4940
20170202,IEH2,0.693,641
20170202,IEWB,0.214,5125
20170202,IEXV,0.192,6697
20170202,IFS5,0.615,4467
20170202,IGQT,0.692,2998
20170202,IGV,0.116,5222
20170202,IHAN,0.71,3811
20170202,IHAO,0.243,4676
20170202,IHL5,0.141,7274
20170202,IHM8,0.077,6514
20170202,IHNX,0.892,5295
20170202,IIBT,0.629,4104
20170202,IIZ6,0.486,3517
20170202,IJI4,0.415,2059
20170202,IJK,0.195,6464
20170202,IJR3,0.913,2705
20170202,IJZJ,0.882,8911
20170202,IKD,0.525,2746
20170202,IKF,0.674,2220
20170202,IKFM,0.008,1752
20170202,IKNH,0.249,125
20170202,IKSG,0.964,3189
20170202,IKT1,0.896,6032
20170202,IKXG,0.956,5364
20170202,IKYV,0.261,6895
20170202,IKZ,0.375,3630
20170202,ILCY,0.448,5633
20170202,ILJV,0.438,2591
20170202,ILN0,0.096,4642
20170202,ILS3,0.986,3298
20170202,ILSG,0.096,3686
20170202,ILXL,0.427,6351
20170202,ILZ2,0.87,8200
20170202,INCM,0.419,5869
20170202,INVR,0.367,1095
20170202,IOF9,0.554,6562
20170202,IOM1,0.541,6698
20170202,IOSZ,0.037,2690
20170202,IOUJ,0.481,1704
20170202,IPA8,0.687,5714
20170202,IPH1,0.504,1982
20170202,IPQE,0.975,6833
20170202,IPQN,0.825,6235
20170202,IPUN,0.58,1143
20170202,IPWD,0.862,316
20170202,IPX1,0.976,5382
20170202,IPXR,0.347,3616
20170202,IPYP,0.761,6854
20170202,IQKB,0.494,9
20170202,IQWC,0.889,8018
20170202,IRFN,0.812,7422
20170202,IRNJ,0.68,2520
20170202,IRPG,0.759,5142
20170202,ISE,0.38,4464
20170202,ISHS,0.897,5489
20170202,ISWU,0.326,8383
20170202,ITQL,0.28,5798
20170202,ITW8,0.471,4711
20170202,IUE,0.431,2445
20170202,IUOS,0.933,7433
20170202,IUP,0.991,7801
20170202,IVNW,0.841,6867
20170202,IVO5,0.953,1987
20170202,IVP1,0.719,3998
20170202,IVPQ,0.716,7077
20170202,IVUQ,0.477,6660
20170202,IWBZ,0.427,2872
20170202,IWO0,0.714,1041
20170202,IWPC,0.866,1543
20170202,IWQG,0.249,3597
20170202,IWVA,0.905,1414
20170202,IXC,0.202,2995
20170202,IXL6,0.734,2304
20170202,IXU7,0.26,2977
20170202,IXY,0.538,117
20170202,IYA0,0.844,8775
20170202,IYCC,0.104,2466
20170202,IYP,0.157,1673
20170202,IYU,0.392,4440
20170202,IYV3,0.363,4119
20170202,IYX,0.713,2764
20170202,IYZM,0.361,366
20170202,IZEN,0.133,6845
20170202,IZI,0.079,6150
20170202,IZIR,0.225,242
20170202,JAB7,0.958,3652
20170202,JAE,0.166,5159
20170202,JAVR,0.191,721
20170202,JBE8,0.431,3568
20170202,JBIS,0.5,6459
20170202,JBJN,0.041,2444
20170202,JBR,0.055,6360
20170202,JBUK,0.443,3998
